customer_id,first_name,last_name,gender,email,city,state,signup_date
106,Payal,Gupta,Female,payal.gupta2@gmail.com,Patna,Bihar,10/15/2024
107,Yash,Mehta,Male,yash.mehta@gmail.com,Gurugram,Haryana,12/17/2024
108,Ritika,Malhotra,Female,ritika.malhotra2@gmail.com,Dehradun,Uttarakhand,9/27/2024
109,Ankit,Bansal,Male,ankit.bansal@gmail.com,Patna,Bihar,2/22/2024
110,Anjali,Ghosh,Female,anjali.ghosh@gmail.com,Noida,Uttar Pradesh,10/10/2024
111,Amit,Sharma,Male,amit.sharma@gmail.com,Hyderabad,Telangana,5/13/2024
112,Simran,Mishra,Female,simran.mishra@gmail.com,Shimla,Himachal Pradesh,3/28/2025
113,Abhishek,Arora,Male,abhishek.arora@gmail.com,Noida,Uttar Pradesh,7/28/2025
114,Priya,Patel,Female,priya.patel@gmail.com,Lucknow,Uttar Pradesh,12/8/2025
115,Vikas,Jain,Male,vikas.jain@gmail.com,Mumbai,Maharashtra,1/13/2025
116,Muskan,Jain,Female,muskan.jain@gmail.com,Jaipur,Rajasthan,3/16/2025
117,Vikas,Verma,Male,vikas.verma@gmail.com,Chandigarh,Punjab,1/8/2025
118,Sneha,Chopra,Female,sneha.chopra@gmail.com,Kochi,Kerala,8/3/2024
119,Saurabh,Malhotra,Male,saurabh.malhotra@gmail.com,Ahmedabad,Gujarat,12/28/2024
120,Payal,Chopra,Female,payal.chopra@gmail.com,Vadodara,Gujarat,2/20/2025
121,Yash,Pandey,Male,yash.pandey@gmail.com,Jaipur,Rajasthan,8/30/2024
122,Kavya,Srivastava,Female,kavya.srivastava@gmail.com,Visakhapatnam,Andhra Pradesh,6/30/2024
123,Mohit,Sharma,Male,mohit.sharma@gmail.com,Bhopal,Madhya Pradesh,12/6/2024
124,Sakshi,Srivastava,Female,sakshi.srivastava@gmail.com,Kolkata,West Bengal,9/11/2024
125,Nikhil,Mishra,Male,nikhil.mishra@gmail.com,Visakhapatnam,Andhra Pradesh,12/19/2025
126,Neha,Agarwal,Female,neha.agarwal@gmail.com,Vadodara,Gujarat,2/9/2024
127,Rakesh,Joshi,Male,rakesh.joshi@gmail.com,Pune,Maharashtra,4/16/2025
128,Ishita,Kapoor,Female,ishita.kapoor@gmail.com,Ranchi,Jharkhand,8/21/2024
129,Saurabh,Sharma,Male,saurabh.sharma@gmail.com,Kolkata,West Bengal,7/16/2024
130,Tanvi,Nair,Female,tanvi.nair@gmail.com,Patna,Bihar,3/12/2024
131,Nikhil,Tiwari,Male,nikhil.tiwari@gmail.com,Dehradun,Uttarakhand,6/5/2025
132,Tanvi,Malhotra,Female,tanvi.malhotra@gmail.com,Ranchi,Jharkhand,7/3/2025
133,Manish,Sharma,Male,manish.sharma@gmail.com,Ahmedabad,Gujarat,9/24/2024
134,Kavya,Khan,Female,kavya.khan@gmail.com,Patna,Bihar,2/9/2024
135,Karan,Chauhan,Male,karan.chauhan@gmail.com,Noida,Uttar Pradesh,12/19/2024
136,Divya,Saxena,Female,divya.saxena@gmail.com,Bengaluru,Karnataka,6/7/2025
137,Karan,Agarwal,Male,karan.agarwal@gmail.com,Nashik,Maharashtra,8/13/2025
138,Ritika,Yadav,Female,ritika.yadav@gmail.com,Mumbai,Maharashtra,12/26/2025
139,Mohit,Sharma,Male,mohit.sharma2@gmail.com,Ludhiana,Punjab,7/5/2025
140,Ritika,Tiwari,Female,ritika.tiwari@gmail.com,Noida,Uttar Pradesh,3/12/2024
141,Manish,Chauhan,Male,manish.chauhan@gmail.com,Hyderabad,Telangana,11/10/2025
142,Neha,Pandey,Female,neha.pandey@gmail.com,Nashik,Maharashtra,11/3/2024
143,Ankit,Kapoor,Male,ankit.kapoor@gmail.com,Kolkata,West Bengal,2/22/2025
144,Divya,Agarwal,Female,divya.agarwal2@gmail.com,Gurugram,Haryana,10/29/2024
145,Abhishek,Gupta,Male,abhishek.gupta@gmail.com,Pune,Maharashtra,3/6/2025
146,Tanvi,Malhotra,Female,tanvi.malhotra2@gmail.com,Shimla,Himachal Pradesh,6/27/2024
147,Yash,Khan,Male,yash.khan@gmail.com,Chandigarh,Punjab,2/19/2025
148,Payal,Desai,Female,payal.desai@gmail.com,Delhi,Delhi,11/7/2024
149,Harsh,Mehta,Male,harsh.mehta@gmail.com,Noida,Uttar Pradesh,8/16/2025
150,Swati,Ghosh,Female,swati.ghosh@gmail.com,Hyderabad,Telangana,4/21/2025
151,Rajat,Iyer,Male,rajat.iyer@gmail.com,Kolkata,West Bengal,8/6/2024
152,Riya,Bansal,Female,riya.bansal@gmail.com,Visakhapatnam,Andhra Pradesh,6/22/2024
153,Rohan,Kapoor,Male,rohan.kapoor@gmail.com,Ludhiana,Punjab,11/10/2025
154,Swati,Nair,Female,swati.nair@gmail.com,Lucknow,Uttar Pradesh,8/28/2024
155,Harsh,Joshi,Male,harsh.joshi2@gmail.com,Visakhapatnam,Andhra Pradesh,7/22/2024
156,Pooja,Sharma,Female,pooja.sharma@gmail.com,Mumbai,Maharashtra,9/7/2024
157,Rakesh,Chauhan,Male,rakesh.chauhan@gmail.com,Vadodara,Gujarat,3/15/2024
158,Nandini,Saxena,Female,nandini.saxena@gmail.com,Nashik,Maharashtra,10/6/2025
159,Rohit,Mehta,Male,rohit.mehta2@gmail.com,Gurugram,Haryana,12/14/2025
160,Tanvi,Bansal,Female,tanvi.bansal@gmail.com,Kanpur,Uttar Pradesh,9/6/2024
161,Vikas,Ghosh,Male,vikas.ghosh@gmail.com,Gurugram,Haryana,1/6/2024
162,Neha,Reddy,Female,neha.reddy@gmail.com,Noida,Uttar Pradesh,8/12/2024
163,Arjun,Srivastava,Male,arjun.srivastava2@gmail.com,Gurugram,Haryana,6/14/2025
164,Nandini,Verma,Female,nandini.verma@gmail.com,Amritsar,Punjab,9/12/2024
165,Karan,Iyer,Male,karan.iyer@gmail.com,Jaipur,Rajasthan,4/20/2025
166,Riya,Jain,Female,riya.jain@gmail.com,Bengaluru,Karnataka,11/20/2024
167,Rajat,Chauhan,Male,rajat.chauhan@gmail.com,Ranchi,Jharkhand,5/31/2025
168,Sakshi,Desai,Female,sakshi.desai@gmail.com,Jammu,Jammu & Kashmir,7/15/2025
169,Rajat,Chopra,Male,rajat.chopra@gmail.com,Bhopal,Madhya Pradesh,5/1/2025
170,Nandini,Yadav,Female,nandini.yadav@gmail.com,Varanasi,Uttar Pradesh,9/10/2024
171,Nikhil,Reddy,Male,nikhil.reddy@gmail.com,Varanasi,Uttar Pradesh,6/17/2025
172,Shreya,Ghosh,Female,shreya.ghosh@gmail.com,Indore,Madhya Pradesh,10/8/2024
173,Rajat,Singh,Male,rajat.singh@gmail.com,Gurugram,Haryana,10/19/2024
174,Meera,Yadav,Female,meera.yadav@gmail.com,Hyderabad,Telangana,11/23/2024
175,Abhishek,Singh,Male,abhishek.singh2@gmail.com,Jaipur,Rajasthan,6/3/2024
176,Meera,Agarwal,Female,meera.agarwal@gmail.com,Gurugram,Haryana,6/5/2024
177,Aditya,Singh,Male,aditya.singh@gmail.com,Noida,Uttar Pradesh,2/21/2025
178,Divya,Jain,Female,divya.jain@gmail.com,Nagpur,Maharashtra,3/1/2025
179,Amit,Mehta,Male,amit.mehta@gmail.com,Ranchi,Jharkhand,3/6/2025
180,Tanvi,Chopra,Female,tanvi.chopra@gmail.com,Varanasi,Uttar Pradesh,8/21/2025
181,Rahul,Kulkarni,Male,rahul.kulkarni@gmail.com,Nashik,Maharashtra,8/12/2025
182,Tanvi,Bansal,Female,tanvi.bansal2@gmail.com,Delhi,Delhi,12/26/2024
183,Harsh,Reddy,Male,harsh.reddy@gmail.com,Kanpur,Uttar Pradesh,3/5/2025
184,Payal,Pandey,Female,payal.pandey2@gmail.com,Shimla,Himachal Pradesh,7/13/2025
185,Yash,Chopra,Male,yash.chopra@gmail.com,Indore,Madhya Pradesh,5/14/2025
186,Meera,Yadav,Female,meera.yadav2@gmail.com,Noida,Uttar Pradesh,5/12/2025
187,Rahul,Agarwal,Male,rahul.agarwal@gmail.com,Hyderabad,Telangana,11/15/2025
188,Tanvi,Pandey,Female,tanvi.pandey@gmail.com,Bhopal,Madhya Pradesh,4/23/2025
189,Vikas,Chauhan,Male,vikas.chauhan@gmail.com,Amritsar,Punjab,1/28/2024
190,Tanvi,Khan,Female,tanvi.khan@gmail.com,Surat,Gujarat,11/9/2025
191,Rahul,Singh,Male,rahul.singh2@gmail.com,Dehradun,Uttarakhand,3/14/2025
192,Pooja,Kulkarni,Female,pooja.kulkarni@gmail.com,Nagpur,Maharashtra,7/5/2024
193,Amit,Yadav,Male,amit.yadav@gmail.com,Kanpur,Uttar Pradesh,12/1/2024
194,Ritika,Iyer,Female,ritika.iyer@gmail.com,Hyderabad,Telangana,12/11/2024
195,Vivek,Yadav,Male,vivek.yadav@gmail.com,Varanasi,Uttar Pradesh,3/7/2025
196,Simran,Desai,Female,simran.desai@gmail.com,Lucknow,Uttar Pradesh,4/26/2025
197,Rahul,Pandey,Male,rahul.pandey@gmail.com,Amritsar,Punjab,2/23/2024
198,Ishita,Joshi,Female,ishita.joshi@gmail.com,Dehradun,Uttarakhand,3/11/2024
199,Amit,Reddy,Male,amit.reddy@gmail.com,Delhi,Delhi,9/10/2024
200,Ritika,Desai,Female,ritika.desai@gmail.com,Delhi,Delhi,9/28/2025
201,Vikas,Joshi,Male,vikas.joshi@gmail.com,Jaipur,Rajasthan,4/29/2025
202,Neha,Khan,Female,neha.khan@gmail.com,Pune,Maharashtra,4/21/2025
203,Nikhil,Reddy,Male,nikhil.reddy2@gmail.com,Kochi,Kerala,6/20/2024
204,Swati,Chauhan,Female,swati.chauhan@gmail.com,Shimla,Himachal Pradesh,4/27/2024
205,Arjun,Kapoor,Male,arjun.kapoor@gmail.com,Ahmedabad,Gujarat,8/15/2025
206,Priya,Kapoor,Female,priya.kapoor@gmail.com,Surat,Gujarat,11/24/2025
207,Vivek,Agarwal,Male,vivek.agarwal@gmail.com,Gurugram,Haryana,7/22/2024
208,Anjali,Khan,Female,anjali.khan@gmail.com,Gurugram,Haryana,10/4/2025
209,Saurabh,Patel,Male,saurabh.patel@gmail.com,Gurugram,Haryana,11/4/2024
210,Swati,Srivastava,Female,swati.srivastava@gmail.com,Ahmedabad,Gujarat,8/2/2025
211,Amit,Tiwari,Male,amit.tiwari@gmail.com,Amritsar,Punjab,3/14/2025
212,Ishita,Singh,Female,ishita.singh@gmail.com,Ludhiana,Punjab,10/25/2025
213,Manish,Sharma,Male,manish.sharma2@gmail.com,Vadodara,Gujarat,3/6/2025
214,Shreya,Patel,Female,shreya.patel@gmail.com,Noida,Uttar Pradesh,1/5/2025
215,Rajat,Arora,Male,rajat.arora@gmail.com,Jaipur,Rajasthan,3/21/2025
216,Kavya,Pandey,Female,kavya.pandey@gmail.com,Ludhiana,Punjab,10/28/2025
217,Nikhil,Chauhan,Male,nikhil.chauhan@gmail.com,Visakhapatnam,Andhra Pradesh,7/5/2025
218,Shreya,Iyer,Female,shreya.iyer@gmail.com,Noida,Uttar Pradesh,8/29/2025
219,Nikhil,Nair,Male,nikhil.nair@gmail.com,Vadodara,Gujarat,9/8/2024
220,Anjali,Yadav,Female,anjali.yadav@gmail.com,Nashik,Maharashtra,4/6/2025
221,Saurabh,Reddy,Male,saurabh.reddy@gmail.com,Nagpur,Maharashtra,8/6/2025
222,Swati,Malhotra,Female,swati.malhotra@gmail.com,Kanpur,Uttar Pradesh,12/10/2024
223,Rahul,Bansal,Male,rahul.bansal@gmail.com,Vadodara,Gujarat,11/28/2024
224,Kavya,Bansal,Female,kavya.bansal@gmail.com,Pune,Maharashtra,12/29/2024
225,Nikhil,Nair,Male,nikhil.nair2@gmail.com,Patna,Bihar,9/2/2025
226,Simran,Jain,Female,simran.jain@gmail.com,Delhi,Delhi,6/13/2025
227,Aditya,Singh,Male,aditya.singh2@gmail.com,Indore,Madhya Pradesh,2/20/2025
228,Shreya,Jain,Female,shreya.jain@gmail.com,Varanasi,Uttar Pradesh,9/3/2024
229,Rakesh,Ghosh,Male,rakesh.ghosh@gmail.com,Gurugram,Haryana,5/17/2025
230,Nandini,Srivastava,Female,nandini.srivastava@gmail.com,Delhi,Delhi,4/5/2024
231,Harsh,Joshi,Male,harsh.joshi3@gmail.com,Kanpur,Uttar Pradesh,12/9/2025
232,Meera,Kapoor,Female,meera.kapoor@gmail.com,Kolkata,West Bengal,8/18/2025
233,Akash,Bansal,Male,akash.bansal@gmail.com,Amritsar,Punjab,6/27/2025
234,Ishita,Saxena,Female,ishita.saxena@gmail.com,Shimla,Himachal Pradesh,7/17/2025
235,Manish,Tiwari,Male,manish.tiwari@gmail.com,Gurugram,Haryana,4/9/2025
236,Simran,Kapoor,Female,simran.kapoor@gmail.com,Patna,Bihar,8/24/2024
237,Karan,Pandey,Male,karan.pandey@gmail.com,Pune,Maharashtra,11/19/2024
238,Neha,Pandey,Female,neha.pandey2@gmail.com,Amritsar,Punjab,12/7/2025
239,Arjun,Mehta,Male,arjun.mehta@gmail.com,Pune,Maharashtra,5/10/2025
240,Simran,Pandey,Female,simran.pandey@gmail.com,Surat,Gujarat,6/21/2025
241,Yash,Kapoor,Male,yash.kapoor@gmail.com,Ahmedabad,Gujarat,7/17/2024
242,Ayesha,Joshi,Female,ayesha.joshi@gmail.com,Kochi,Kerala,7/2/2024
243,Harsh,Sharma,Male,harsh.sharma@gmail.com,Gurugram,Haryana,6/30/2025
244,Pooja,Yadav,Female,pooja.yadav@gmail.com,Mumbai,Maharashtra,2/25/2024
245,Abhishek,Kapoor,Male,abhishek.kapoor@gmail.com,Gurugram,Haryana,5/9/2024
246,Shreya,Patel,Female,shreya.patel2@gmail.com,Vadodara,Gujarat,1/13/2024
247,Rohit,Kapoor,Male,rohit.kapoor@gmail.com,Chennai,Tamil Nadu,5/5/2025
248,Nandini,Nair,Female,nandini.nair@gmail.com,Bhopal,Madhya Pradesh,2/22/2024
249,Nikhil,Kulkarni,Male,nikhil.kulkarni@gmail.com,Chennai,Tamil Nadu,4/26/2024
250,Anjali,Agarwal,Female,anjali.agarwal@gmail.com,Chennai,Tamil Nadu,3/16/2024
251,Rohit,Ghosh,Male,rohit.ghosh@gmail.com,Kolkata,West Bengal,2/24/2024
252,Pooja,Gupta,Female,pooja.gupta@gmail.com,Visakhapatnam,Andhra Pradesh,7/30/2025
253,Harsh,Singh,Male,harsh.singh@gmail.com,Indore,Madhya Pradesh,5/1/2024
254,Payal,Reddy,Female,payal.reddy@gmail.com,Noida,Uttar Pradesh,9/12/2025
255,Yash,Srivastava,Male,yash.srivastava@gmail.com,Bengaluru,Karnataka,8/19/2024
256,Riya,Agarwal,Female,riya.agarwal@gmail.com,Nagpur,Maharashtra,3/29/2025
257,Harsh,Kulkarni,Male,harsh.kulkarni@gmail.com,Surat,Gujarat,3/15/2025
258,Ayesha,Khan,Female,ayesha.khan@gmail.com,Bengaluru,Karnataka,3/2/2024
259,Yash,Pandey,Male,yash.pandey2@gmail.com,Ahmedabad,Gujarat,7/31/2024
260,Ritika,Yadav,Female,ritika.yadav2@gmail.com,Kolkata,West Bengal,3/24/2024
261,Arjun,Joshi,Male,arjun.joshi@gmail.com,Bhopal,Madhya Pradesh,7/19/2025
262,Anjali,Mishra,Female,anjali.mishra@gmail.com,Delhi,Delhi,2/22/2025
263,Rajat,Arora,Male,rajat.arora2@gmail.com,Bengaluru,Karnataka,4/26/2025
264,Ayesha,Verma,Female,ayesha.verma@gmail.com,Indore,Madhya Pradesh,10/22/2024
265,Harsh,Arora,Male,harsh.arora@gmail.com,Vadodara,Gujarat,4/9/2025
266,Anjali,Malhotra,Female,anjali.malhotra@gmail.com,Indore,Madhya Pradesh,9/27/2024
267,Rohit,Malhotra,Male,rohit.malhotra@gmail.com,Visakhapatnam,Andhra Pradesh,7/21/2024
268,Sakshi,Patel,Female,sakshi.patel@gmail.com,Amritsar,Punjab,8/18/2024
269,Vikas,Yadav,Male,vikas.yadav@gmail.com,Ranchi,Jharkhand,5/25/2024
270,Anjali,Verma,Female,anjali.verma@gmail.com,Bhopal,Madhya Pradesh,11/10/2024
271,Yash,Pandey,Male,yash.pandey3@gmail.com,Ranchi,Jharkhand,8/5/2025
272,Ayesha,Iyer,Female,ayesha.iyer2@gmail.com,Ahmedabad,Gujarat,4/24/2025
273,Harsh,Arora,Male,harsh.arora2@gmail.com,Kanpur,Uttar Pradesh,10/5/2024
274,Riya,Jain,Female,riya.jain2@gmail.com,Chennai,Tamil Nadu,3/24/2025
275,Rohan,Chauhan,Male,rohan.chauhan2@gmail.com,Mumbai,Maharashtra,3/18/2025
276,Divya,Chauhan,Female,divya.chauhan@gmail.com,Patna,Bihar,1/27/2024
277,Rohan,Joshi,Male,rohan.joshi@gmail.com,Kolkata,West Bengal,8/12/2025
278,Muskan,Sharma,Female,muskan.sharma@gmail.com,Varanasi,Uttar Pradesh,11/19/2025
279,Nikhil,Khan,Male,nikhil.khan@gmail.com,Mumbai,Maharashtra,6/28/2024
280,Shreya,Kaur,Female,shreya.kaur@gmail.com,Dehradun,Uttarakhand,3/28/2025
281,Nikhil,Mishra,Male,nikhil.mishra2@gmail.com,Surat,Gujarat,3/22/2025
282,Shreya,Singh,Female,shreya.singh@gmail.com,Chennai,Tamil Nadu,12/22/2024
283,Mohit,Nair,Male,mohit.nair@gmail.com,Hyderabad,Telangana,11/17/2025
284,Neha,Kulkarni,Female,neha.kulkarni2@gmail.com,Bhopal,Madhya Pradesh,12/3/2024
